Edad,D1_MaxD12m,DiasAtrasos_12m,AntiguedadSF_u24m,flg_Garantias,flg_SituacionLaboral,Default,flg_Clean
40,0.000287423,1,24,1,1,0,1
61,0.0504492,2,16,0,1,0,1
37,0.36027016,1,24,0,1,0,1
54,0.665293447,3,23,0,1,0,1
41,7.72E-05,2,24,1,0,0,1
37,0.803472095,1,24,0,1,0,1
48,0.04254708,1,24,0,1,0,1
30,0.761712022,1,24,0,1,0,1
31,0.047450184,3,22,0,1,1,1
38,0.872670739,2,19,0,1,0,1
42,0.006323762,1,24,1,1,1,1
44,0.462952722,1,23,0,1,0,1
41,0.932883299,3,21,1,0,0,1
36,0.656771734,1,20,0,1,0,1
40,0.434977222,1,22,0,1,0,1
28,0.98236497,2,23,0,0,0,1
49,0.851226033,0,24,0,0,0,1
40,0.993727732,3,23,0,0,0,1
49,0.278932941,2,17,0,0,0,1
43,0.967676546,4,24,0,0,0,1
48,0.426556057,1,20,0,1,0,1
53,0.92757121,1,17,1,1,0,1
41,0.484100619,2,16,0,1,0,1
51,6.52E-05,1,24,1,0,0,1
33,0.99999992,1,17,1,1,0,1
36,0.938669374,1,22,1,0,0,1
38,0.9633632,4,23,0,0,0,1
40,0.008293942,2,10,0,0,0,1
38,0.567817246,1,19,0,1,0,1
50,0.988990766,2,16,1,1,0,1
31,0.004051142,2,23,0,1,0,1
42,0.898189525,2,23,0,1,0,1
34,0.999920088,6,19,1,1,0,1
30,0.632108718,2,17,0,1,0,1
40,0.998953007,1,24,0,1,0,1
44,0.042695714,2,23,0,1,0,1
43,0.687890097,1,21,0,1,0,1
48,0.276351743,1,23,0,0,0,1
44,4.81E-06,0,23,0,1,0,1
35,9.39E-06,4,21,0,1,0,1
37,0.623621404,4,24,0,1,0,1
33,0.950910067,1,19,0,1,0,1
36,0.199515436,2,21,0,1,0,1
46,0.866059118,2,11,0,1,0,1
49,0.818849366,1,23,0,1,0,1
34,0.533111727,1,24,0,1,0,1
42,0.130317951,1,24,0,1,0,1
42,0.001545731,1,20,0,1,0,1
42,0.157178697,1,20,0,1,0,1
34,0.992491567,2,22,1,1,0,1
38,0.220768067,4,23,1,0,0,1
35,0.605611988,5,22,0,0,0,1
29,0.976173561,2,18,1,0,0,1
41,0.400176528,1,22,0,0,0,1
44,0.999482085,1,21,0,1,0,1
42,0.960289426,1,20,0,1,0,1
45,0.158649507,1,19,1,0,0,1
48,0.850290044,2,24,0,0,0,1
38,0.0008757,1,15,0,1,0,1
42,0.995071272,2,23,0,1,0,1
46,0.997283712,7,23,0,1,1,1
27,0.545923835,4,22,0,0,0,1
50,0.004009997,4,15,0,0,0,1
30,0.842394936,2,22,0,1,0,1
30,0.535519672,3,21,1,0,0,1
32,0.51094385,2,21,0,1,0,1
40,0.599014706,3,21,0,0,0,1
37,0.363463802,5,24,0,0,0,1
46,0.268725114,0,21,1,1,0,1
31,0.006518031,2,22,0,0,0,1
39,0.884003523,1,18,0,1,0,1
44,0.99677943,7,22,0,1,1,1
52,0.001916236,2,17,0,1,0,1
60,0.2022222,4,24,0,0,0,1
40,0.001158153,4,15,0,1,0,1
50,0.659750459,1,20,1,0,0,1
40,0.898421224,1,24,0,1,0,1
35,0.580135168,1,14,0,1,0,1
32,0.692470018,2,23,0,1,0,1
48,0.394872665,1,16,0,1,0,1
30,0.843742932,3,14,0,1,0,1
36,0.169127499,0,23,0,1,0,1
41,0.048158592,2,24,1,1,0,1
48,0.79992942,1,24,0,1,0,1
44,0.538315879,1,20,0,1,0,1
41,0.675106475,1,11,0,1,0,1
34,0.930359168,1,24,0,0,0,1
41,0.660607908,0,22,0,1,0,1
40,0.436565596,1,20,0,1,0,1
45,0.427458408,1,22,1,0,0,1
43,0.998356466,4,24,0,0,0,1
36,0.088557242,2,24,0,1,0,1
46,0.92487401,3,22,1,0,0,1
48,0.393839706,1,16,0,1,0,1
38,0.933470478,2,20,0,1,0,1
48,0.827036798,0,18,0,1,0,1
33,0.765599109,5,16,0,0,0,1
32,0.000681963,1,24,0,1,0,1
45,0.986057327,1,17,0,0,1,1
40,0.642959783,1,20,1,1,0,1
44,0.011362852,1,23,1,0,0,1
44,0.30156129,1,24,0,1,0,1
44,0.135262273,2,24,0,1,0,1
41,0.378331287,1,19,0,1,1,1
41,0.019184518,2,22,0,1,0,1
45,0.626575122,0,23,0,0,0,1
30,0.919358819,2,20,0,1,0,1
40,0.782332334,2,20,0,1,0,1
35,0.999820997,2,17,0,1,1,1
35,0.94573238,3,21,1,1,0,1
56,0.080345241,2,15,0,1,0,1
35,0.925495819,2,21,0,0,1,1
38,0.031298237,4,19,0,1,0,1
37,0.198867156,2,14,0,1,0,1
41,0.712992115,1,12,0,1,0,1
56,0.46573087,2,24,1,0,0,1
45,0.99739258,2,17,0,0,0,1
34,0.270406295,2,22,0,1,0,1
40,0.034258737,0,24,0,1,0,1
42,0.174059247,4,24,0,0,0,1
35,0.008487734,2,19,0,0,0,1
40,0.244599051,3,20,1,1,0,1
43,0.829822145,1,23,0,1,0,1
37,0.160453693,3,21,0,1,0,1
35,0.019046631,0,23,0,0,0,1
41,0.882684888,4,22,0,1,0,1
49,0.893294899,1,24,0,1,0,1
31,0.006456892,1,19,1,1,0,1
33,0.038537794,3,24,0,1,0,1
31,0.117696622,2,23,0,1,0,1
41,0.048354432,2,24,1,1,0,1
35,0.798961543,2,16,0,1,0,1
36,0.018717156,1,24,0,1,0,1
33,0.973070734,3,24,0,1,0,1
35,0.849368943,2,23,1,1,0,1
36,0.031823184,1,23,0,0,0,1
33,0.075859466,2,20,0,1,0,1
42,0.594297126,3,24,0,0,0,1
37,0.310430272,4,17,0,1,0,1
39,0.618888024,4,17,0,1,0,1
38,0.059804551,1,24,1,1,0,1
33,0.481146496,0,14,0,1,0,1
33,0.959765052,4,22,0,1,0,1
47,0.313443783,3,21,1,1,0,1
32,0.517704219,2,19,1,0,0,1
39,0.916036026,0,22,0,1,0,1
38,0.279008745,2,24,0,1,0,1
33,0.213322084,2,24,0,1,0,1
43,0.18199326,3,22,0,1,0,1
49,0.57785869,0,23,0,0,0,1
23,0.746937214,1,24,1,1,0,1
40,0.930183816,4,22,0,1,0,1
38,0.129777507,3,16,0,1,0,1
40,0.201087467,1,21,0,1,0,1
45,0.017861171,0,22,0,1,0,1
32,0.362629858,1,19,1,1,0,1
39,0.091916095,3,20,0,1,0,1
38,0.006601864,3,19,0,1,0,1
36,0.999643185,1,23,0,1,0,1
42,0.629165409,3,24,0,0,0,1
41,0.999577539,3,16,0,0,0,1
41,0.05583494,4,20,1,1,0,1
40,0.467498113,2,20,0,1,0,1
22,0.261861711,2,23,1,1,0,1
33,0.808025647,1,23,0,1,0,1
36,0.123422205,0,20,0,1,0,1
32,0.999935086,1,22,0,0,0,1
42,0.047158826,1,21,0,1,0,1
35,0.999804178,1,19,0,0,0,1
48,0.034563043,2,22,0,1,0,1
39,0.992960069,1,19,0,1,0,1
45,0.655247562,1,18,0,0,0,1
32,0.396988986,0,24,0,1,0,1
41,0.437435877,6,19,0,1,0,1
26,0.284600109,5,23,0,1,0,1
33,0.262623972,1,16,0,1,0,1
48,0.619239127,0,20,1,0,0,1
41,0.185792176,1,22,1,1,0,1
32,0.691469057,1,23,0,1,0,1
40,0.050354626,3,23,0,0,0,1
34,0.755624548,2,22,0,1,0,1
29,0.963039478,1,23,0,0,0,1
48,0.184521182,1,18,0,1,0,1
41,0.09758038,1,23,0,1,0,1
31,0.914912541,4,21,1,1,1,1
41,0.837832277,2,24,0,1,0,1
34,0.527028189,1,23,0,1,0,1
46,0.059769861,4,22,0,0,0,1
45,0.47668828,0,17,0,0,0,1
45,0.577210612,3,22,0,1,0,1
44,0.96032483,0,20,0,0,1,1
40,0.993232529,1,24,1,0,0,1
41,0.942620492,2,22,0,0,1,1
43,0.010632276,4,22,0,0,1,1
38,0.832801965,1,22,0,1,0,1
30,0.975061825,2,23,0,0,0,1
35,0.028546072,2,16,1,1,0,1
39,0.200649825,2,19,0,1,0,1
29,0.193652592,7,24,0,0,0,1
41,0.445805694,0,24,0,1,0,1
31,0.67154551,3,23,0,1,0,1
39,0.994939382,1,19,0,1,0,1
47,0.007431372,6,24,0,1,0,1
28,0.91182464,2,19,0,1,0,1
32,0.352746212,2,22,0,0,0,1
39,0.300434079,1,22,0,1,0,1
40,0.135194959,1,19,0,0,0,1
39,0.005076847,0,22,0,0,0,1
33,0.984444349,2,19,0,1,0,1
54,0.011594665,0,24,0,1,0,1
31,0.981832446,5,22,0,1,0,1
47,0.942318849,2,22,0,1,0,1
36,0.172298397,3,15,0,1,0,1
42,0.680252211,1,21,0,1,0,1
37,0.0990164,3,23,0,1,0,1
37,0.094234686,2,22,1,1,0,1
57,0.222268589,2,22,0,0,0,1
36,0.006718068,4,22,0,1,0,1
35,0.005403667,3,24,0,1,0,1
39,0.450181521,1,19,0,0,0,1
37,2.07E-05,1,24,0,1,0,1
54,0.078489236,2,23,0,1,0,1
36,0.086201239,3,23,1,1,0,1
36,0.262237957,1,20,0,1,0,1
43,0.986749143,1,22,0,0,0,1
27,0.830663407,2,22,0,0,0,1
36,0.841124985,1,19,0,1,0,1
33,0.801884721,2,24,0,0,1,1
39,0.810550571,4,22,0,1,0,1
39,0.009673073,2,18,0,1,0,1
46,0.094972771,1,22,0,1,0,1
48,0.785512357,2,21,0,1,0,1
34,0.977413804,0,17,0,0,0,1
27,0.951930429,0,24,0,1,0,1
38,0.994235242,2,24,0,1,0,1
30,0.141011043,1,23,0,1,0,1
33,0.391317,1,16,0,1,0,1
45,0.143085821,0,23,1,1,0,1
42,0.799749201,1,21,0,0,0,1
38,0.064488444,3,23,0,1,0,1
36,0.927859828,0,24,0,0,0,1
46,0.775623533,1,21,0,1,0,1
46,0.409096198,2,15,0,0,0,1
42,0.927798949,2,23,0,1,0,1
44,0.139681085,4,22,0,0,0,1
29,0.076379312,0,23,0,0,0,1
45,0.939075117,2,22,0,1,0,1
42,0.541496639,1,18,1,1,0,1
32,0.279508128,1,24,0,1,0,1
28,0.767486881,2,23,1,1,1,1
46,0.909944862,0,23,0,1,0,1
40,0.028147371,3,22,0,1,0,1
42,0.046581013,2,15,0,1,0,1
47,0.22506754,2,21,0,1,0,1
30,0.241391831,2,21,0,1,0,1
35,0.687519304,2,23,0,1,0,1
48,0.894298503,0,24,0,0,0,1
37,0.178694957,2,10,0,1,0,1
35,0.588412738,0,24,0,0,0,1
39,0.747673093,2,24,0,0,0,1
29,0.002942845,1,18,0,1,0,1
44,0.997991166,3,18,0,1,0,1
44,0.842169764,3,24,0,1,0,1
40,0.78427378,4,24,0,1,0,1
37,0.545258456,1,15,0,0,0,1
43,0.754959235,3,23,0,1,0,1
42,0.019284032,2,15,0,0,0,1
31,0.078001212,1,24,0,1,0,1
36,0.095750534,2,23,0,0,0,1
43,0.00083383,4,21,0,0,0,1
40,0.001024642,1,17,0,0,0,1
38,0.981825503,1,24,0,0,0,1
45,0.707142553,1,24,1,1,0,1
51,0.6212579,2,22,0,1,0,1
47,0.014387868,2,23,0,1,0,1
32,0.758698282,1,18,0,1,1,1
41,0.827939432,2,24,0,1,0,1
49,0.001045624,1,18,0,1,0,1
38,0.313317441,2,22,0,1,0,1
44,0.04847113,1,18,1,1,0,1
43,0.994904438,2,23,0,0,0,1
48,0.426113761,2,23,0,1,0,1
34,0.00799706,0,24,1,0,0,1
41,0.244050381,2,21,1,1,0,1
39,0.990797605,4,22,0,1,0,1
36,0.94793894,4,24,1,1,0,1
47,0.000431588,1,23,0,0,0,1
41,0.179960035,0,17,0,1,0,1
45,0.066235434,3,21,0,1,0,1
43,0.313750033,2,21,0,1,0,1
51,0.018447032,1,24,0,1,0,1
38,0.928795579,3,24,0,1,0,1
54,0.818209576,2,18,0,1,0,1
34,0.737828478,5,17,0,0,0,1
44,0.105549914,1,24,0,1,0,1
33,0.613447565,1,12,0,0,0,1
38,0.993328978,1,24,1,0,1,1
43,0.742107724,2,23,0,0,0,1
42,0.278064113,2,24,0,0,0,1
34,0.823675773,3,22,0,1,0,1
40,0.279156742,2,21,1,0,1,1
42,3.79E-05,1,23,1,0,0,1
44,0.957424622,3,14,0,1,0,1
31,0.299224491,2,22,0,1,0,1
34,0.189604131,2,24,0,1,0,1
36,0.43196691,4,23,0,1,0,1
40,0.99944275,1,23,0,1,0,1
42,0.512555797,6,20,0,1,0,1
39,0.790036224,3,19,0,1,0,1
39,0.130563312,2,22,0,1,0,1
40,0.289441222,2,17,0,1,0,1
40,0.41402575,0,16,0,1,0,1
42,0.944639788,1,23,0,0,0,1
46,0.677465747,1,20,0,0,1,1
33,0.181201409,2,24,0,1,0,1
51,0.68069644,2,17,0,1,0,1
37,0.658921759,3,23,0,1,0,1
36,0.004879355,3,18,0,1,0,1
25,0.873574866,4,17,0,0,0,1
44,0.120466767,1,20,1,1,0,1
35,0.428397342,2,24,1,1,0,1
45,0.99669002,1,15,0,0,0,1
35,0.366682741,1,22,0,0,0,1
38,0.263111739,1,16,0,1,0,1
30,0.586442923,1,24,0,0,0,1
45,0.706085311,2,20,0,0,0,1
37,0.498190583,2,21,0,0,1,1
41,0.207690492,1,23,1,1,0,1
35,0.154740194,0,24,0,1,0,1
50,0.027656654,1,24,0,1,0,1
45,0.555148634,0,17,1,1,0,1
46,0.30144649,3,14,0,1,0,1
38,0.968827107,2,22,0,1,0,1
48,0.628510623,2,24,0,0,0,1
36,0.545539462,2,21,0,1,0,1
41,0.101957544,2,21,0,0,0,1
46,0.402450419,2,23,0,1,0,1
46,0.165152052,2,20,0,1,0,1
35,0.442366956,2,21,0,0,0,1
44,0.161284243,4,23,0,1,0,1
26,0.221475518,4,20,0,0,0,1
41,0.601205365,0,20,0,0,0,1
45,1.46E-07,1,11,0,0,0,1
43,0.030348336,4,23,0,0,0,1
38,0.068528995,3,23,0,1,0,1
38,0.965934628,0,20,0,1,0,1
31,0.915285832,3,17,1,1,0,1
38,0.925154211,2,19,0,0,0,1
36,0.501684466,1,21,0,0,0,1
43,0.997475101,3,23,0,0,0,1
50,0.019233546,2,17,1,0,0,1
35,0.905980207,4,23,1,1,0,1
41,0.397406252,2,23,0,1,0,1
36,0.838832406,2,19,0,1,0,1
45,0.993994848,0,14,0,0,0,1
45,0.892604241,0,17,0,1,0,1
37,0.872264072,4,23,0,1,0,1
34,0.614082162,1,23,0,1,0,1
43,0.818300473,0,24,0,1,0,1
31,0.000426824,6,24,0,1,0,1
35,0.839271277,4,23,0,1,0,1
49,4.89E-05,1,21,0,1,0,1
47,0.491262391,2,22,0,0,0,1
54,0.177650792,2,16,0,0,0,1
48,0.909147071,1,24,0,1,0,1
36,0.762744799,1,24,1,0,0,1
47,0.041545181,1,22,0,1,0,1
41,0.007468223,2,17,0,0,0,1
41,0.620471572,2,24,0,1,0,1
52,0.048569316,0,13,0,1,0,1
35,0.810697308,1,18,0,1,0,1
44,0.713589688,4,23,0,0,0,1
37,0.01359497,1,23,0,1,0,1
29,0.744316656,5,21,0,1,0,1
44,0.000174755,4,23,0,1,0,1
28,0.55402202,2,17,1,1,0,1
57,0.011949722,1,22,1,1,0,1
42,0.000256619,2,10,0,0,0,1
45,0.482904341,4,24,0,1,0,1
46,0.485458852,6,24,0,1,0,1
49,0.553798838,2,20,0,1,0,1
31,0.265766609,1,17,0,1,0,1
43,0.3460897,3,17,0,1,0,1
43,0.062361741,2,9,1,1,0,1
30,0.999749807,0,24,0,0,0,1
32,0.957538468,1,24,1,1,0,1
32,0.038185348,2,23,0,1,0,1
37,0.719757734,0,14,0,0,0,1
39,0.029927834,1,21,0,1,0,1
42,0.179229055,4,23,0,0,0,1
37,0.032178532,1,21,0,1,0,1
39,0.502485237,1,23,0,0,0,1
44,0.981611304,1,23,0,0,0,1
43,0.061264601,0,24,0,1,0,1
33,0.501952458,1,17,0,1,0,1
38,0.056782822,1,12,0,0,0,1
53,0.678308395,6,21,0,0,0,1
29,0.851096693,3,22,1,1,0,1
31,0.266952375,0,24,0,1,0,1
40,0.425658279,1,19,0,0,0,1
34,0.812061293,3,16,1,1,0,1
49,0.105428504,0,19,0,0,0,1
37,0.409811652,4,23,1,1,0,1
52,0.177623281,1,24,0,1,0,1
38,0.175435364,0,21,0,1,0,1
43,0.6800388,4,23,0,0,0,1
43,0.915865811,2,19,0,1,0,1
42,0.663733224,0,16,0,0,0,1
44,0.079882615,3,24,0,1,0,1
44,0.086207546,1,23,1,1,0,1
57,0.120396848,9,24,0,0,0,1
34,0.071432561,2,14,0,1,0,1
47,0.11166218,1,15,0,0,0,1
39,0.10052838,1,20,0,1,0,1
31,0.302401462,1,18,0,0,0,1
43,0.224930972,2,24,0,1,0,1
58,0.91268062,3,22,1,1,0,1
42,0.116625132,3,23,0,1,0,1
33,0.790159756,1,24,1,1,0,1
42,0.953273296,2,23,0,1,0,1
31,0.787712672,1,15,0,1,0,1
43,0.997245279,1,16,0,1,0,1
33,0.361646409,1,23,1,1,0,1
67,0.00119314,3,22,1,1,0,1
49,0.09129286,1,18,0,0,0,1
51,0.743057308,2,16,0,1,0,1
42,0.208674942,1,21,0,1,0,1
47,0.044521358,4,24,1,1,0,1
40,0.558576485,3,24,0,1,0,1
45,0.450273765,0,23,0,1,0,1
41,0.783694492,3,24,0,1,0,1
43,0.841328465,5,24,0,0,0,1
38,0.062663078,1,24,0,1,0,1
46,0.999927451,1,22,0,1,0,1
46,0.181004693,3,14,0,1,0,1
47,0.030912214,1,18,0,0,0,1
43,0.469885541,2,19,0,1,0,1
35,0.880787365,1,18,0,1,0,1
35,0.988329441,0,20,0,0,1,1
47,0.807576299,0,20,0,0,0,1
45,0.651837578,4,24,0,1,1,1
44,0.04195451,3,24,0,0,0,1
43,0.889043491,4,20,0,1,0,1
39,0.128753526,1,23,0,1,0,1
37,0.99016836,3,24,0,0,0,1
52,0.692614991,1,24,0,1,0,1
40,0.483220934,3,24,0,1,0,1
37,0.280930204,1,23,0,0,0,1
36,0.912776887,3,22,0,0,0,1
41,0.776110009,2,22,0,1,0,1
39,0.229940905,2,23,0,1,0,1
38,0.039448117,4,17,0,0,0,1
42,0.845862535,2,21,0,1,0,1
38,0.821439354,3,19,0,0,0,1
36,0.839729223,1,15,0,0,0,1
42,0.294342194,2,24,0,1,0,1
35,0.443836482,0,19,0,1,0,1
37,0.980164767,1,24,0,1,0,1
38,0.294847466,1,24,0,0,0,1
39,0.744422455,2,24,0,1,0,1
49,0.070433119,1,22,1,1,0,1
36,0.652962059,6,24,1,0,0,1
32,0.480642112,1,18,0,1,0,1
54,0.8275086,5,17,0,1,0,1
41,0.001300613,1,23,0,0,0,1
35,0.845073563,2,19,0,1,0,1
45,0.451658504,2,20,0,0,0,1
32,0.785247224,0,18,0,0,0,1
34,0.011052235,1,20,0,1,0,1
39,0.292183895,2,18,1,0,0,1
27,0.577409643,3,24,0,0,0,1
40,1.75E-06,1,24,0,1,0,1
51,0.483845642,2,21,0,1,0,1
43,0.258009905,1,21,0,1,0,1
37,0.02897381,1,21,0,0,0,1
33,0.028265119,0,23,0,0,0,1
44,0.256408292,0,18,0,1,0,1
39,0.910831583,2,14,1,0,0,1
38,0.00904459,3,20,0,0,0,1
45,0.239946361,0,23,0,1,0,1
40,0.049584994,0,23,0,0,0,1
29,0.744853688,2,22,1,1,0,1
42,0.000225163,6,20,1,1,0,1
37,0.243098792,1,24,1,0,0,1
46,0.806454078,1,22,0,1,0,1
34,0.981670553,2,20,0,1,0,1
43,0.042283652,5,23,0,1,0,1
36,0.770993679,1,23,1,1,0,1
42,0.878383465,3,23,0,0,0,1
34,0.270687964,2,19,1,1,1,1
37,0.242301222,1,12,0,1,0,1
39,0.46303618,2,21,0,1,0,1
42,0.012827697,1,22,0,1,0,1
34,0.346285564,1,21,1,0,0,1
45,0.950764936,2,22,0,1,0,1
47,0.953318164,1,24,1,0,0,1
45,0.094690517,2,23,0,0,0,1
47,0.006683879,2,23,0,1,0,1
37,0.17915658,3,20,0,1,0,1
31,0.470877127,2,21,0,1,0,1
38,0.183775347,2,19,0,1,0,1
47,0.882443704,2,20,0,1,0,1
50,0.740506614,1,22,0,1,0,1
42,0.821898342,2,22,0,1,0,1
43,0.054846746,1,17,0,1,0,1
33,0.986062355,3,22,0,0,0,1
41,0.129636912,5,23,0,1,0,1
32,0.068462397,1,21,0,0,0,1
46,0.45026033,0,24,0,0,0,1
50,0.840091994,1,22,0,0,0,1
47,0.021000155,6,11,0,1,0,1
41,0.358367907,2,18,0,0,0,1
45,0.878876907,0,14,0,0,0,1
51,0.350600455,1,23,0,0,0,1
52,0.95454586,2,23,0,1,0,1
42,0.982223971,2,24,0,1,0,1
47,0.127842584,1,22,1,1,0,1
39,0.72364014,4,22,0,0,0,1
43,0.960725403,1,21,0,0,0,1
41,0.438632723,5,23,0,1,0,1
42,0.547745809,3,21,0,1,0,1
40,0.41754184,2,18,0,1,0,1
24,0.405624387,2,19,1,1,0,1
40,0.101542246,2,24,1,1,0,1
38,0.854364459,3,22,0,1,0,1
37,0.348831552,2,24,0,0,0,1
38,0.05502645,2,23,0,1,0,1
34,0.312678254,1,24,1,1,0,1
43,0.25397064,5,14,0,0,0,1
32,0.174763062,1,24,1,0,1,1
56,0.606807421,2,21,1,1,0,1
31,0.786943206,1,21,0,1,0,1
39,0.674036533,1,23,0,1,1,1
44,0.736454192,1,24,1,1,0,1
31,0.994775456,2,24,0,1,0,1
45,0.451477436,2,24,0,0,0,1
35,0.997974157,4,5,1,0,1,1
30,0.562836169,1,24,0,0,0,1
31,0.203956221,4,20,1,0,0,1
48,0.034883194,2,18,1,0,0,1
33,0.003948238,0,24,0,1,0,1
32,0.949920535,2,22,0,0,0,1
49,0.471612073,1,22,1,1,0,1
37,0.046539605,1,23,0,1,0,1
37,0.289692212,2,20,0,1,0,1
46,0.009601176,2,20,0,1,0,1
35,0.907226366,2,24,0,0,0,1
37,0.408877465,1,16,0,0,1,1
42,0.580280336,3,16,0,0,1,1
48,0.308224227,1,19,0,1,0,1
38,0.386577117,2,23,1,1,0,1
38,0.007721805,2,23,0,0,0,1
43,0.930499119,1,22,0,1,0,1
44,0.851603465,0,24,0,1,0,1
45,0.278941988,2,17,1,0,0,1
37,0.077931222,6,21,0,1,0,1
45,0.984528135,3,23,0,0,0,1
39,0.609254771,1,23,1,1,0,1
39,0.963121344,2,23,1,1,0,1
38,0.954712347,2,13,0,0,0,1
48,0.282649541,3,24,0,1,0,1
31,0.993566603,2,23,0,1,0,1
26,0.020285901,1,22,0,1,0,1
27,0.998509615,4,20,0,1,0,1
39,2.72E-05,11,24,0,1,0,1
33,0.956683938,2,14,1,1,0,1
42,0.024782416,4,23,1,0,0,1
47,0.240925301,2,23,0,1,0,1
43,0.13417979,1,23,0,0,0,1
49,0.237989365,1,12,0,1,0,1
43,0.656234625,2,22,0,1,0,1
44,0.272999498,2,22,1,1,0,1
36,0.217970697,1,20,0,1,0,1
35,0.336381987,1,23,0,1,0,1
31,0.428655866,2,24,0,1,0,1
46,0.300423637,0,20,1,0,0,1
36,0.897802751,5,23,0,1,0,1
43,0.00059863,3,24,1,1,0,1
32,0.275855999,1,24,0,1,0,1
45,0.081448246,7,24,0,1,0,1
58,0.937742741,1,17,1,1,0,1
46,0.329197642,2,10,0,1,0,1
45,0.491539733,0,20,0,1,0,1
40,0.304160883,3,23,0,1,0,1
37,0.274362764,1,24,0,1,0,1
32,0.074341583,3,22,1,1,0,1
46,0.227068871,1,21,0,0,0,1
37,0.118157035,4,19,0,1,0,1
47,0.266585308,4,22,0,1,0,1
40,0.997051002,2,21,0,1,0,1
59,0.966776978,1,20,0,1,0,1
39,0.970827446,2,22,0,1,0,1
43,0.780757722,0,21,0,1,0,1
41,0.179721372,2,21,0,1,0,1
34,0.169089651,3,15,0,1,0,1
35,0.916569216,1,23,1,0,0,1
31,0.000724498,1,22,0,0,0,1
48,0.890356118,1,18,0,1,0,1
28,0.223745579,1,24,0,1,0,1
48,0.053541219,2,18,0,1,0,1
36,0.008563291,2,17,0,1,0,1
26,0.984430502,1,23,0,1,0,1
40,0.569365334,0,24,1,1,0,1
49,0.642229972,3,21,0,1,0,1
40,0.677312682,2,17,0,1,0,1
34,0.000905548,2,23,0,0,0,1
43,0.715385965,5,22,0,1,0,1
45,0.002146053,1,24,1,0,0,1
32,0.092768445,3,22,0,1,0,1
36,0.577678679,0,23,1,1,0,1
43,0.898340895,2,21,0,0,0,1
39,0.126666407,1,23,1,1,0,1
38,0.879284256,2,24,0,1,0,1
47,0.999997139,2,18,0,1,0,1
34,0.051658687,1,23,1,1,0,1
42,0.937231313,3,19,0,0,0,1
43,0.597833156,6,22,0,0,0,1
32,0.000717259,1,22,0,1,0,1
47,0.180975491,2,23,1,1,0,1
41,0.536243946,1,23,0,1,0,1
45,0.857624943,3,24,0,1,0,1
43,0.993357583,1,23,0,1,0,1
58,0.186897182,2,22,1,1,0,1
41,0.807851256,1,22,0,0,0,1
33,0.999155656,5,23,0,1,0,1
35,0.217612744,3,18,1,1,0,1
50,0.527953796,4,20,1,1,0,1
46,0.718209788,1,22,0,1,0,1
37,0.520394756,2,24,0,1,0,1
42,0.965545386,1,23,0,1,0,1
43,0.00218487,1,24,0,0,0,1
37,0.067561497,0,24,0,1,0,1
39,0.728225491,2,22,0,1,0,1
33,0.663773969,7,24,0,1,0,1
42,0.841472587,2,18,0,1,0,1
44,0.077286346,1,23,0,1,0,1
36,0.541463128,2,19,0,1,0,1
42,0.984101587,6,20,1,0,0,1
40,0.889218285,0,15,1,0,0,1
39,0.069929241,2,23,0,0,0,1
36,0.748314451,5,17,0,0,0,1
49,0.776395283,1,16,1,1,0,1
51,0.925868433,1,23,0,0,0,1
41,0.94372072,1,23,0,1,0,1
33,0.895700556,1,15,0,0,0,1
52,0.596739865,2,24,0,1,0,1
53,0.126700756,3,21,0,1,0,1
47,1.99E-05,2,21,0,0,0,1
50,0.974746477,0,23,0,1,0,1
42,0.295081861,2,20,0,0,0,1
38,0.993419945,2,17,0,1,0,1
57,0.571536205,1,17,0,1,0,1
33,0.036408776,2,24,0,1,0,1
38,0.702481861,7,11,0,0,0,1
37,0.750593939,4,24,0,1,0,1
45,0.671099509,2,18,0,1,0,1
47,0.578825449,1,23,0,0,0,1
43,0.983066593,2,16,0,1,0,1
40,0.87548223,2,24,1,1,0,1
48,0.000372697,1,23,0,0,0,1
42,0.414078638,1,13,0,1,0,1
45,0.735973364,2,20,0,1,0,1
46,0.135042049,3,23,0,0,0,1
37,0.001020467,1,19,1,0,0,1
33,0.573251834,2,20,0,1,0,1
34,0.334846707,0,11,0,1,0,1
37,0.213211217,6,22,0,0,0,1
42,0.81278367,0,22,0,0,0,1
31,0.089667089,5,13,0,0,1,1
42,0.748553207,2,23,0,1,0,1
43,0.009492804,2,23,0,1,0,1
37,0.882899903,1,16,0,0,0,1
35,0.012216672,0,17,0,1,0,1
36,0.594351994,1,23,0,1,0,1
36,0.985576661,3,24,0,0,1,1
41,0.059093375,1,19,0,0,0,1
38,0.996495428,1,21,0,1,0,1
31,0.989255767,5,22,0,0,0,1
52,0.116111863,1,24,0,1,0,1
33,0.051864981,2,23,1,0,0,1
26,0.00637674,2,16,0,1,0,1
35,0.005710567,7,20,0,0,0,1
28,0.864659511,5,14,0,1,0,1
45,0.002119417,2,19,0,0,0,1
49,0.548428836,1,24,0,1,0,1
42,0.206406021,1,23,0,1,0,1
40,0.019449227,2,23,0,1,0,1
39,0.014443525,3,21,0,0,0,1
37,0.001866979,3,24,0,1,0,1
33,0.587342923,3,23,0,1,0,1
48,0.737184969,1,16,1,1,0,1
38,0.394190347,0,14,0,1,0,1
49,0.105575084,1,15,0,1,0,1
33,0.445487814,3,23,0,1,0,1
45,0.080849086,1,23,1,1,0,1
49,0.466503677,0,22,0,0,0,1
